latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.3620386,2.4120603,8.0,3600,Africa/Porto-Novo,GMT+1

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),relative_humidity_2m_mean (%),surface_pressure_mean (hPa),cloud_cover_mean (%),sunshine_duration (s)
2016-08-05,51,26.6,23.9,25.0,0.20,0.20,2.0,19.4,39.6,231,85,1012.6,91,40827.39
2016-08-06,61,24.6,23.6,24.3,12.60,12.60,13.0,17.1,29.5,240,90,1013.0,99,1408.26
2016-08-07,51,26.4,24.2,25.1,0.90,0.90,6.0,21.1,43.9,227,87,1012.9,68,41124.65
2016-08-08,51,26.3,24.0,25.0,0.40,0.40,4.0,16.6,37.4,215,87,1013.3,53,42343.39
2016-08-09,51,26.0,23.8,24.7,1.10,1.10,4.0,16.6,37.8,217,87,1013.0,52,43200.00
2016-08-10,55,26.3,24.0,24.9,2.10,2.10,5.0,15.2,31.0,226,86,1012.9,83,39571.83
2016-08-11,61,26.5,24.0,25.0,1.60,1.60,1.0,14.6,31.0,225,87,1012.7,93,31963.91
2016-08-12,63,26.9,24.0,25.1,4.70,4.70,4.0,16.2,34.2,229,87,1012.8,70,41840.42
2016-08-13,55,26.4,24.0,25.0,2.40,2.40,8.0,17.8,39.6,229,87,1012.2,56,43200.00
2016-08-14,51,26.0,23.8,24.7,0.40,0.40,3.0,17.4,34.6,240,88,1012.0,95,26683.56
2016-08-15,51,26.0,23.8,24.7,0.60,0.60,4.0,20.4,39.6,238,87,1012.2,92,28514.90
2016-08-16,53,25.7,23.7,24.5,2.20,2.20,5.0,17.9,34.6,235,85,1012.2,91,15582.47
2016-08-17,51,26.5,23.7,24.9,0.20,0.20,1.0,15.1,35.3,230,85,1013.0,89,29220.94
2016-08-18,51,26.6,23.6,25.0,0.30,0.30,2.0,13.6,31.0,234,85,1012.5,64,43186.18
2016-08-19,63,26.3,23.8,25.0,7.60,7.60,5.0,14.3,29.2,228,87,1012.2,90,40201.35
2016-08-20,63,26.4,24.1,24.9,5.50,5.50,7.0,14.8,29.2,222,88,1011.9,73,26570.87
2016-08-21,51,26.6,23.9,25.1,0.30,0.30,3.0,16.6,34.9,224,87,1012.2,89,43116.92
2016-08-22,51,26.8,24.0,25.2,1.20,1.20,7.0,17.6,39.2,227,87,1012.2,91,41195.42
2016-08-23,53,26.5,24.3,25.0,3.10,3.10,7.0,17.4,36.7,233,88,1012.3,94,19579.10
2016-08-24,63,26.8,24.2,25.1,5.50,5.50,10.0,17.6,35.6,228,89,1011.9,91,35531.72
2016-08-25,65,27.0,24.1,25.1,8.80,8.80,4.0,17.9,38.2,227,88,1011.6,90,34542.02
2016-08-26,63,26.6,24.1,25.0,4.30,4.30,6.0,17.1,32.8,229,88,1011.1,87,22794.99
2016-08-27,53,26.2,24.1,24.7,4.80,4.80,11.0,18.4,35.6,231,88,1010.5,94,16536.28
2016-08-28,51,25.9,24.1,24.8,1.90,1.90,7.0,20.4,37.8,219,87,1012.7,98,32338.76
2016-08-29,53,26.3,23.5,24.9,2.10,2.10,8.0,15.3,27.4,218,88,1013.4,90,34209.68
2016-08-30,63,26.6,23.9,24.8,8.60,8.60,8.0,15.4,29.9,245,88,1012.6,89,20520.98
2016-08-31,51,27.1,23.9,25.3,0.40,0.40,3.0,16.9,33.8,220,87,1012.6,73,40513.40
2016-09-01,63,26.2,24.3,25.1,8.00,8.00,7.0,16.5,29.5,236,88,1013.2,98,11353.11
2016-09-02,51,26.8,23.9,25.2,1.50,1.50,8.0,18.6,35.3,231,87,1011.6,87,33620.64
2016-09-03,61,26.4,24.3,25.2,3.50,3.50,11.0,16.1,35.6,217,87,1011.1,69,41054.43
2016-09-04,51,27.5,24.1,25.5,1.10,1.10,5.0,16.6,34.9,226,86,1011.7,69,42463.64
2016-09-05,63,26.4,24.2,25.1,13.50,13.50,12.0,15.1,29.9,221,88,1012.7,95,31976.23
2016-09-06,63,25.3,24.1,24.7,32.10,32.10,19.0,12.6,27.0,231,91,1013.3,99,8423.01
2016-09-07,53,26.9,24.2,25.4,1.30,1.30,4.0,14.7,33.1,229,88,1012.9,79,32321.68
2016-09-08,63,27.5,24.4,25.6,3.80,3.80,6.0,15.9,33.1,224,86,1012.5,87,34811.04
2016-09-09,63,27.4,24.1,25.5,5.80,5.80,10.0,17.1,36.0,220,86,1013.1,92,40009.84
2016-09-10,63,26.5,24.5,25.3,6.80,6.80,5.0,15.6,27.0,233,86,1013.4,98,25781.56
2016-09-11,63,25.9,24.4,25.0,25.80,25.80,18.0,17.6,28.4,239,88,1012.1,96,12340.13
2016-09-12,61,27.5,24.2,25.3,6.30,6.30,10.0,18.0,33.1,236,87,1011.8,93,32231.73
2016-09-13,63,27.0,24.4,25.4,9.10,9.10,12.0,16.9,36.4,233,87,1011.4,91,31893.84
2016-09-14,61,25.6,24.4,24.7,14.30,14.30,22.0,16.3,32.0,219,88,1012.0,96,21394.60
2016-09-15,65,26.1,23.6,25.0,21.20,21.20,14.0,16.3,30.6,223,86,1012.7,97,21537.68
2016-09-16,61,27.7,24.2,25.5,2.50,2.50,3.0,13.5,32.4,234,87,1012.8,83,39794.58
2016-09-17,63,27.7,24.5,25.7,3.70,3.70,4.0,13.8,29.9,225,86,1012.1,78,38138.22
2016-09-18,53,27.0,24.3,25.5,1.30,1.30,6.0,13.9,29.9,207,86,1012.1,54,36591.90
2016-09-19,63,27.6,24.6,25.9,4.40,4.40,4.0,16.6,30.6,229,85,1012.0,79,36305.64
2016-09-20,63,27.5,24.8,25.7,7.70,7.70,11.0,14.4,33.8,229,85,1010.8,86,35533.73
2016-09-21,53,26.9,24.3,25.6,3.70,3.70,13.0,15.8,32.0,222,86,1011.0,90,34779.83
2016-09-22,51,27.1,24.9,26.0,1.80,1.80,9.0,16.1,36.7,228,85,1011.9,93,30249.06
2016-09-23,63,28.1,24.5,26.1,4.10,4.10,5.0,16.5,29.5,239,86,1012.4,93,31402.94
2016-09-24,63,27.2,24.4,25.6,18.00,18.00,15.0,16.9,31.0,239,87,1011.1,97,26011.39
2016-09-25,61,26.5,24.1,25.2,8.20,8.20,12.0,14.8,28.8,211,88,1010.8,96,23199.26
2016-09-26,63,26.9,24.1,25.6,6.00,6.00,11.0,12.2,33.8,223,86,1011.2,82,40531.16
2016-09-27,65,27.6,24.1,25.8,13.80,13.80,8.0,16.3,30.6,213,86,1011.6,83,33523.46
2016-09-28,51,27.4,24.1,25.9,1.50,1.50,7.0,13.6,28.8,213,86,1011.3,70,41608.08
2016-09-29,61,27.4,24.5,26.0,2.30,2.30,6.0,12.5,27.0,222,87,1011.1,58,40972.29
2016-09-30,61,28.3,25.1,26.4,2.60,2.60,5.0,14.9,31.7,230,86,1010.7,75,37699.53
2016-10-01,63,27.3,24.7,25.4,23.30,23.30,17.0,12.0,19.1,244,89,1010.2,98,14412.81
2016-10-02,55,26.3,24.2,25.3,5.50,5.50,10.0,15.5,28.1,233,89,1010.7,99,555.36
2016-10-03,53,28.4,25.1,26.3,1.70,1.70,3.0,12.5,28.4,238,87,1010.5,66,39150.77
2016-10-04,63,28.6,25.2,26.4,3.20,3.20,2.0,14.3,28.4,226,88,1010.4,43,37522.26
2016-10-05,51,28.2,25.4,26.5,0.60,0.60,2.0,12.9,29.9,222,86,1009.3,51,39977.50
2016-10-06,55,28.3,25.3,26.6,2.10,2.10,5.0,12.6,29.2,220,87,1008.3,42,40382.97
2016-10-07,63,28.2,25.7,26.6,6.00,6.00,10.0,13.3,27.7,214,86,1008.6,75,35038.79
2016-10-08,61,27.4,24.8,25.9,6.00,6.00,15.0,9.6,28.4,207,86,1010.3,99,13691.43
2016-10-09,63,27.3,24.5,25.9,7.80,7.80,12.0,14.8,24.5,229,87,1011.0,98,12332.19
2016-10-10,63,28.1,24.9,26.2,6.30,6.30,5.0,16.9,36.4,208,86,1010.8,73,35664.64
2016-10-11,63,28.1,25.3,26.4,5.60,5.60,6.0,12.2,26.3,219,86,1010.5,95,24456.83
2016-10-12,51,28.2,25.3,26.6,0.80,0.80,6.0,13.0,29.5,208,85,1010.4,86,38356.81
2016-10-13,61,29.2,25.4,27.0,3.10,3.10,2.0,12.8,30.2,230,86,1010.4,84,39600.00
2016-10-14,63,28.3,25.8,26.6,10.00,10.00,9.0,14.8,28.8,229,88,1010.1,90,28932.59
2016-10-15,55,28.0,25.0,26.4,3.50,3.50,9.0,15.3,25.2,219,86,1010.1,98,32654.64
2016-10-16,63,28.6,25.4,26.6,3.50,3.50,2.0,13.3,24.8,235,85,1010.2,69,38345.87
2016-10-17,63,28.8,25.2,26.8,4.90,4.90,10.0,13.1,28.8,210,84,1010.4,62,39305.20
2016-10-18,63,28.8,25.4,26.7,4.70,4.70,6.0,15.6,30.2,224,85,1010.4,43,39016.75
2016-10-19,53,28.4,24.8,26.5,1.40,1.40,3.0,16.0,25.2,204,83,1010.8,85,34153.17
2016-10-20,61,29.4,25.5,27.1,2.50,2.50,2.0,10.9,27.4,218,83,1009.8,25,38438.68
2016-10-21,63,28.3,25.4,26.7,7.90,7.90,11.0,13.1,27.0,201,85,1010.5,49,39600.00
2016-10-22,63,28.3,25.0,26.3,9.20,9.20,9.0,12.1,28.8,209,86,1011.6,86,27047.90
2016-10-23,53,28.6,25.0,26.6,0.80,0.80,3.0,9.7,25.9,224,86,1010.7,68,40137.73
2016-10-24,61,29.2,25.8,27.3,2.40,2.40,4.0,11.6,27.7,225,84,1008.8,84,39600.00
2016-10-25,53,29.5,26.2,27.5,0.70,0.70,2.0,13.5,29.2,227,84,1008.0,71,39684.18
2016-10-26,53,28.6,26.2,27.3,1.50,1.50,6.0,16.2,32.8,214,84,1007.6,62,38270.92
2016-10-27,51,29.6,26.0,27.6,0.20,0.20,1.0,12.3,26.3,219,82,1008.4,31,39701.74
2016-10-28,63,28.6,26.4,27.3,4.10,4.10,5.0,12.3,27.4,207,85,1009.7,44,39600.00
2016-10-29,61,28.5,25.8,26.6,3.50,3.50,5.0,14.8,27.4,220,86,1010.0,48,37710.50
2016-10-30,63,28.2,24.5,26.4,11.70,11.70,6.0,12.6,30.6,198,86,1009.9,90,29829.97
2016-10-31,63,29.2,25.1,26.8,6.40,6.40,8.0,7.3,25.2,195,84,1010.3,77,34944.39
2016-11-01,53,28.8,24.9,27.1,1.20,1.20,3.0,13.4,28.1,211,83,1011.2,61,39487.32
2016-11-02,63,29.0,26.2,27.3,6.50,6.50,8.0,14.7,27.7,220,82,1011.0,63,34753.20
2016-11-03,61,29.9,26.2,27.5,3.30,3.30,7.0,15.5,27.4,209,83,1011.5,51,39600.00
2016-11-04,63,29.0,25.1,27.1,4.20,4.20,5.0,9.9,25.2,194,84,1011.9,58,39757.49
2016-11-05,53,29.0,25.4,27.1,2.80,2.80,6.0,10.9,25.9,210,84,1012.1,35,38850.17
2016-11-06,61,29.3,26.3,27.5,2.10,2.10,3.0,10.8,26.3,222,84,1010.9,68,39600.00
2016-11-07,51,28.5,26.4,27.4,0.90,0.90,5.0,14.0,28.1,185,85,1010.6,70,39209.42
2016-11-08,63,27.7,26.2,27.0,4.40,4.40,5.0,11.5,26.6,174,86,1010.9,49,37669.10
2016-11-09,2,30.1,26.0,27.8,0.00,0.00,0.0,14.8,27.0,213,82,1010.4,28,37437.18
2016-11-10,1,30.5,26.5,28.3,0.00,0.00,0.0,17.0,32.4,231,81,1009.4,15,39600.00
2016-11-11,51,30.2,26.4,28.0,0.90,0.90,4.0,15.3,29.9,227,82,1008.9,55,39600.00
2016-11-12,53,29.4,26.3,27.6,0.50,0.50,1.0,14.5,29.5,209,81,1008.6,70,39506.36
2016-11-13,3,29.6,26.3,27.9,0.00,0.00,0.0,10.7,28.1,207,81,1007.9,62,39545.29
2016-11-14,55,30.0,26.6,28.0,1.40,1.40,2.0,13.0,29.5,206,83,1007.4,27,39600.00
2016-11-15,51,30.2,26.2,28.0,0.40,0.40,2.0,11.9,28.8,220,83,1007.6,58,38990.41
2016-11-16,61,29.8,26.8,28.0,2.60,2.60,3.0,13.2,30.6,220,83,1007.8,45,37581.02
2016-11-17,63,29.5,26.9,28.0,4.10,4.10,8.0,14.1,31.0,213,84,1007.6,32,39600.00
2016-11-18,53,29.3,26.6,27.8,1.30,1.30,4.0,12.7,29.9,198,83,1007.8,39,39600.00
2016-11-19,63,29.5,26.9,27.8,4.80,4.80,3.0,12.3,23.4,192,82,1008.2,61,39600.00
2016-11-20,3,29.6,26.4,27.9,0.00,0.00,0.0,16.4,28.8,208,83,1007.9,52,39600.00
2016-11-21,53,29.9,26.6,27.8,2.00,2.00,4.0,16.0,34.9,217,83,1008.5,69,39600.00
2016-11-22,51,29.7,26.5,27.8,0.60,0.60,4.0,14.1,24.5,216,83,1008.7,59,37281.02
2016-11-23,61,29.0,25.6,27.5,4.00,4.00,7.0,12.4,28.1,182,83,1010.3,63,39600.00
2016-11-24,63,29.3,26.4,27.5,4.40,4.40,4.0,13.9,26.3,213,84,1010.2,64,38738.40
2016-11-25,51,30.3,26.8,28.3,0.20,0.20,2.0,16.0,26.6,218,82,1008.7,61,39600.00
2016-11-26,53,28.9,26.6,27.8,1.70,1.70,8.0,15.8,31.7,214,84,1007.7,50,39600.00
2016-11-27,53,28.9,26.1,27.5,1.30,1.30,6.0,14.6,32.0,220,84,1008.1,28,39600.00
2016-11-28,51,29.6,26.4,27.9,1.20,1.20,5.0,14.3,29.9,225,82,1008.5,33,39466.05
2016-11-29,53,29.4,25.8,27.8,1.70,1.70,6.0,14.0,27.7,219,83,1009.1,50,36133.59
2016-11-30,53,29.5,26.8,28.0,0.90,0.90,4.0,14.7,28.1,224,83,1010.4,48,39600.00
2016-12-01,51,29.7,27.1,28.1,1.80,1.80,8.0,13.8,28.1,206,82,1010.3,29,39600.00
2016-12-02,53,29.4,26.7,27.8,1.10,1.10,3.0,14.0,29.5,218,84,1009.8,32,39711.12
2016-12-03,63,29.1,26.8,27.7,4.70,4.70,8.0,13.5,24.1,217,85,1009.1,93,38236.08
2016-12-04,3,30.0,26.7,28.0,0.00,0.00,0.0,15.9,31.3,201,82,1009.4,78,38872.73
2016-12-05,3,29.0,26.6,27.7,0.00,0.00,0.0,12.8,24.5,199,82,1010.6,82,39600.00
2016-12-06,53,30.1,26.7,28.0,0.50,0.50,1.0,13.4,27.0,217,82,1010.0,56,39672.89
2016-12-07,53,29.4,26.5,27.9,1.80,1.80,4.0,13.3,26.3,213,83,1009.5,69,38662.42
2016-12-08,61,30.2,26.9,28.1,2.60,2.60,2.0,14.0,30.2,217,82,1010.1,37,39650.91
2016-12-09,51,29.8,26.9,28.0,1.00,1.00,5.0,12.1,28.4,209,83,1009.8,37,39041.01
2016-12-10,53,29.5,26.8,27.8,1.20,1.20,3.0,14.5,30.6,203,84,1009.0,73,39627.36
2016-12-11,51,29.0,26.8,27.5,0.90,0.90,4.0,12.6,32.0,196,84,1008.9,39,38996.19
2016-12-12,63,29.4,26.4,27.3,8.00,8.00,4.0,15.8,28.8,216,83,1009.1,48,35089.86
2016-12-13,51,29.6,26.0,27.7,0.50,0.50,2.0,14.8,28.4,218,84,1009.0,45,39600.00
2016-12-14,61,29.9,26.6,27.9,1.50,1.50,2.0,14.3,29.2,225,84,1009.1,58,38027.77
2016-12-15,53,28.4,25.9,27.4,2.20,2.20,9.0,13.5,27.7,211,84,1010.1,69,35269.06
2016-12-16,51,29.2,26.0,27.6,0.80,0.80,3.0,13.2,29.2,216,82,1010.5,34,39803.00
2016-12-17,51,29.7,26.4,27.8,0.20,0.20,1.0,15.3,29.9,211,84,1008.5,43,37708.16
2016-12-18,53,29.3,26.5,27.7,1.90,1.90,5.0,11.3,27.4,229,84,1008.5,44,35887.38
2016-12-19,53,29.8,26.8,27.9,1.10,1.10,2.0,14.0,28.1,223,84,1008.6,42,39762.97
2016-12-20,51,29.9,26.3,28.0,0.90,0.90,6.0,13.0,24.8,222,83,1007.8,29,38063.64
2016-12-21,51,30.2,26.7,28.0,0.20,0.20,1.0,13.1,28.1,222,85,1006.3,26,37599.97
2016-12-22,2,30.5,26.8,28.2,0.00,0.00,0.0,14.8,30.2,226,82,1007.1,23,39148.31
2016-12-23,3,30.4,26.3,28.0,0.00,0.00,0.0,16.5,34.9,225,86,1007.1,34,40432.99
2016-12-24,51,30.2,27.0,28.1,0.10,0.10,1.0,17.6,34.6,221,84,1007.9,83,38548.30
2016-12-25,3,30.4,26.5,28.0,0.00,0.00,0.0,13.8,26.6,224,85,1007.8,61,37616.15
2016-12-26,3,29.8,26.6,27.8,0.00,0.00,0.0,13.7,29.2,203,86,1008.4,37,38629.49
2016-12-27,3,29.5,25.1,27.3,0.00,0.00,0.0,13.2,27.7,143,84,1009.8,50,37863.14
2016-12-28,2,29.4,24.8,27.0,0.00,0.00,0.0,14.0,31.3,178,82,1009.7,26,41219.47
2016-12-29,2,28.7,23.8,26.3,0.00,0.00,0.0,15.7,34.2,182,83,1009.7,15,41174.13
2016-12-30,3,28.4,23.9,26.0,0.00,0.00,0.0,14.4,31.0,200,85,1010.0,25,38012.86
2016-12-31,1,28.7,24.0,26.3,0.00,0.00,0.0,14.8,32.8,200,83,1009.6,12,41336.44
2017-01-01,3,30.2,23.6,26.7,0.00,0.00,0.0,17.9,34.6,217,81,1009.2,48,41544.13
2017-01-02,2,30.3,24.7,27.2,0.00,0.00,0.0,15.8,30.6,213,81,1009.6,14,40667.20
2017-01-03,3,31.1,25.4,27.5,0.00,0.00,0.0,18.0,36.0,199,82,1009.9,17,39557.09
2017-01-04,3,30.7,24.1,27.2,0.00,0.00,0.0,18.9,36.0,219,81,1009.2,20,41917.65
2017-01-05,1,30.4,25.0,27.4,0.00,0.00,0.0,19.5,35.6,221,83,1008.6,17,41372.85
2017-01-06,51,30.6,25.9,27.8,0.10,0.10,1.0,19.0,36.0,221,85,1008.8,39,40069.59
2017-01-07,3,30.0,26.3,27.7,0.00,0.00,0.0,16.4,28.8,201,85,1010.1,42,41544.51
2017-01-08,51,30.3,26.1,27.7,0.80,0.80,4.0,19.5,33.5,218,84,1010.0,24,41961.24
2017-01-09,3,30.5,25.7,27.7,0.00,0.00,0.0,17.3,32.8,224,85,1008.6,58,41969.54
2017-01-10,51,30.4,25.8,27.7,0.20,0.20,2.0,21.6,38.2,226,82,1007.7,18,41978.51
2017-01-11,3,30.4,26.2,28.0,0.00,0.00,0.0,19.5,40.0,224,82,1008.2,32,40764.81
2017-01-12,51,30.7,26.7,28.2,0.60,0.60,6.0,19.2,37.1,218,82,1009.8,43,41997.92
2017-01-13,53,29.2,26.2,27.6,3.50,3.50,9.0,16.5,28.4,214,83,1009.4,57,40236.26
2017-01-14,53,32.7,25.3,28.2,1.00,1.00,2.0,20.0,36.4,233,77,1007.4,43,40448.10
2017-01-15,3,31.1,24.7,27.7,0.00,0.00,0.0,17.9,32.4,215,73,1007.6,85,40016.12
2017-01-16,3,30.3,25.6,27.8,0.00,0.00,0.0,18.5,34.9,221,79,1007.8,70,41503.44
2017-01-17,3,30.7,26.3,28.1,0.00,0.00,0.0,21.3,40.7,221,80,1007.8,58,41530.91
2017-01-18,51,30.5,26.9,28.3,0.30,0.30,1.0,20.7,41.4,227,81,1008.8,74,39416.32
2017-01-19,3,30.0,26.6,27.9,0.00,0.00,0.0,18.4,33.8,229,84,1009.3,51,42078.53
2017-01-20,3,30.1,26.9,28.1,0.00,0.00,0.0,19.1,35.6,227,85,1008.5,48,39628.86
2017-01-21,53,30.2,26.8,28.3,0.70,0.70,2.0,21.9,38.5,229,84,1008.1,45,39616.20
2017-01-22,53,30.1,26.9,28.1,1.90,1.90,7.0,27.2,46.8,228,83,1008.7,65,38243.01
2017-01-23,53,30.4,26.6,28.1,1.40,1.40,5.0,23.8,40.7,228,83,1009.7,71,37947.67
2017-01-24,3,29.3,27.2,28.0,0.00,0.00,0.0,26.1,44.3,227,81,1010.4,82,36459.42
2017-01-25,51,29.8,26.4,27.8,0.30,0.30,3.0,17.8,32.8,216,82,1010.4,88,32829.42
2017-01-26,3,30.0,25.9,27.8,0.00,0.00,0.0,18.7,33.5,212,80,1011.3,33,41486.36
2017-01-27,3,30.1,26.1,27.9,0.00,0.00,0.0,20.9,37.1,222,82,1011.9,48,41747.59
2017-01-28,3,30.4,26.4,28.1,0.00,0.00,0.0,20.8,39.2,227,82,1011.1,84,41029.31
2017-01-29,51,30.2,26.7,28.2,0.50,0.50,2.0,19.6,36.4,223,82,1010.3,25,42019.56
2017-01-30,53,30.1,27.0,28.2,0.80,0.80,2.0,18.7,36.0,222,83,1009.8,37,41056.93
2017-01-31,53,29.6,26.4,27.9,1.90,1.90,6.0,19.1,37.4,226,83,1010.0,60,36006.59
2017-02-01,63,29.0,26.4,27.6,11.30,11.30,9.0,18.4,31.7,220,83,1010.1,85,36140.39
2017-02-02,53,29.9,26.3,27.8,0.60,0.60,1.0,16.8,32.0,224,84,1010.4,30,40604.26
2017-02-03,51,29.6,26.3,27.9,0.20,0.20,2.0,16.9,31.7,223,83,1009.9,26,42300.90
2017-02-04,51,30.1,26.5,28.0,1.20,1.20,6.0,16.6,31.3,214,85,1009.3,19,42313.01
2017-02-05,53,29.7,26.2,28.1,1.60,1.60,7.0,14.8,28.1,215,85,1008.9,26,42317.27
2017-02-06,51,30.4,26.4,28.2,1.10,1.10,7.0,18.7,33.8,225,85,1008.6,28,41838.73
2017-02-07,51,30.0,26.8,28.1,1.30,1.30,6.0,18.6,32.8,211,85,1008.1,38,42370.87
2017-02-08,53,29.8,26.3,28.1,0.80,0.80,3.0,17.7,33.1,211,83,1008.0,63,40642.96
2017-02-09,55,30.0,26.3,28.0,2.90,2.90,8.0,17.4,30.6,214,83,1008.3,55,36073.66
2017-02-10,53,29.7,26.7,27.8,1.10,1.10,4.0,22.1,37.4,221,84,1007.7,44,41844.82
2017-02-11,53,29.6,26.7,27.9,1.50,1.50,4.0,17.4,34.2,222,83,1007.7,55,42444.10
2017-02-12,51,30.2,27.2,28.5,0.50,0.50,4.0,15.5,29.5,199,83,1007.1,75,39457.79
2017-02-13,51,30.1,27.5,28.5,0.30,0.30,3.0,18.6,37.1,220,85,1007.5,75,41839.88
2017-02-14,51,30.5,26.9,28.3,0.90,0.90,6.0,19.7,34.9,231,86,1008.1,39,42074.64
2017-02-15,51,30.4,26.6,28.3,0.40,0.40,3.0,20.3,36.0,218,85,1009.5,47,41357.15
2017-02-16,51,30.2,27.0,28.1,0.80,0.80,6.0,18.9,36.0,204,85,1010.1,71,41115.60
2017-02-17,51,34.3,26.1,28.6,0.10,0.10,1.0,21.4,40.3,186,73,1009.9,43,42557.30
2017-02-18,3,32.2,23.8,27.8,0.00,0.00,0.0,20.0,34.9,141,64,1010.4,33,42576.26
2017-02-19,3,33.8,24.0,28.1,0.00,0.00,0.0,20.1,37.8,190,72,1010.8,27,42595.35
2017-02-20,51,30.7,25.7,28.0,0.10,0.10,1.0,20.3,37.8,206,82,1010.3,51,42614.67
2017-02-21,3,31.3,26.2,28.4,0.00,0.00,0.0,18.6,34.9,213,80,1009.1,58,42634.23
2017-02-22,3,31.3,26.8,28.4,0.00,0.00,0.0,19.0,38.5,223,81,1008.9,72,42014.46
2017-02-23,51,30.5,27.1,28.5,0.10,0.10,1.0,20.9,40.0,224,82,1008.8,77,41531.55
2017-02-24,51,30.9,27.5,28.9,0.30,0.30,3.0,21.7,38.2,225,81,1008.4,59,42694.02
2017-02-25,51,31.1,27.6,28.9,0.50,0.50,4.0,20.4,37.8,217,82,1008.8,78,42444.97
2017-02-26,53,29.9,26.8,28.3,1.50,1.50,8.0,21.2,36.7,215,81,1008.7,75,40379.13
2017-02-27,51,31.1,27.5,28.8,0.10,0.10,1.0,20.6,36.0,227,78,1007.7,78,40773.29
2017-02-28,51,31.0,27.7,28.9,0.70,0.70,6.0,21.9,41.4,222,81,1007.5,74,42775.78
2017-03-01,51,29.7,27.3,28.4,0.70,0.70,7.0,21.8,36.0,214,82,1008.6,69,40509.12
2017-03-02,51,30.4,27.4,28.6,0.40,0.40,4.0,21.0,38.5,220,81,1009.1,43,42817.22
2017-03-03,2,31.0,27.3,28.9,0.00,0.00,0.0,22.3,39.6,224,82,1007.8,35,42838.02
2017-03-04,51,30.9,27.5,28.9,0.50,0.50,5.0,18.7,36.4,217,80,1006.5,65,41038.19
2017-03-05,51,31.3,27.8,29.1,0.20,0.20,2.0,20.1,38.2,217,79,1007.0,31,42879.71
2017-03-06,63,30.5,27.3,28.5,7.80,7.80,10.0,19.2,36.7,225,82,1008.3,60,36005.88
2017-03-07,55,30.7,27.4,28.7,1.60,1.60,4.0,22.2,38.2,224,82,1007.7,72,42040.33
2017-03-08,51,30.8,27.6,29.0,0.30,0.30,1.0,20.6,38.2,226,81,1007.2,58,42942.21
2017-03-09,63,30.6,27.3,28.3,6.60,6.60,5.0,21.9,39.6,218,83,1007.7,71,41853.42
2017-03-10,53,30.2,27.6,28.5,1.70,1.70,7.0,18.9,35.3,208,82,1007.4,61,42983.55
2017-03-11,61,30.3,27.0,28.4,3.90,3.90,8.0,19.4,36.4,229,83,1006.7,69,43004.07
2017-03-12,63,29.5,24.5,27.8,5.20,5.20,2.0,17.9,31.0,221,83,1007.6,95,38231.28
2017-03-13,3,30.2,26.7,28.4,0.00,0.00,0.0,17.8,29.9,213,81,1008.1,55,43045.54
2017-03-14,51,30.0,27.6,28.7,0.30,0.30,3.0,16.9,32.4,204,81,1009.9,58,43066.45
2017-03-15,51,30.8,27.7,28.8,0.80,0.80,5.0,14.2,29.5,211,82,1009.1,69,43087.44
2017-03-16,53,30.7,27.4,28.6,1.20,1.20,4.0,21.1,37.1,225,85,1007.3,73,43093.56
2017-03-17,51,31.0,27.8,28.9,0.70,0.70,5.0,21.0,40.0,221,82,1007.2,50,43086.46
2017-03-18,51,31.0,27.8,29.0,0.20,0.20,2.0,19.7,36.0,221,80,1007.8,49,43079.08
2017-03-19,51,30.8,27.4,28.9,1.20,1.20,9.0,23.8,45.0,222,81,1008.7,56,43071.51
2017-03-20,51,31.2,27.6,29.0,1.10,1.10,6.0,22.4,41.0,227,79,1009.5,76,35257.63
2017-03-21,3,31.1,26.7,28.6,0.00,0.00,0.0,27.2,47.2,230,82,1008.8,73,40214.76
2017-03-22,51,30.0,27.5,28.6,1.00,1.00,6.0,27.6,45.7,219,81,1009.4,93,37437.89
2017-03-23,63,29.8,26.3,28.1,7.10,7.10,7.0,20.8,38.9,219,82,1010.0,92,34142.24
2017-03-24,3,30.3,26.7,28.2,0.00,0.00,0.0,20.6,41.0,227,81,1010.1,87,38831.42
2017-03-25,3,30.9,26.8,28.6,0.00,0.00,0.0,18.7,35.6,215,79,1009.6,75,43024.69
2017-03-26,51,31.1,27.7,29.0,0.10,0.10,1.0,19.4,38.2,218,78,1009.3,56,43017.14
2017-03-27,51,31.4,27.6,28.7,0.90,0.90,6.0,20.4,38.5,212,81,1009.1,78,39103.92
2017-03-28,51,30.9,27.3,28.8,0.10,0.10,1.0,16.2,33.1,207,80,1008.4,67,43002.73
2017-03-29,3,31.2,27.5,29.0,0.00,0.00,0.0,18.7,34.6,214,82,1007.7,80,42995.98
2017-03-30,51,31.1,27.9,29.1,1.20,1.20,10.0,21.5,40.0,216,81,1008.7,66,42170.67
2017-03-31,51,31.3,27.8,29.1,0.60,0.60,6.0,20.5,37.4,210,79,1009.6,83,42427.25
2017-04-01,53,31.0,26.2,28.6,1.60,1.60,8.0,19.6,36.4,215,82,1009.0,83,41398.36
2017-04-02,51,31.1,27.9,29.2,0.10,0.10,1.0,18.0,36.0,212,77,1008.7,46,42968.69
